Numero ^ Tunnus ^ Osasto ^ Vuosi ^ Reikanro ^ Kl100 ^ Yht_X ^ Yht_Y ^ Kkj_X ^ Kkj_y ^ Z ^ Syvyys ^ Kaltevuus ^ Suunta
int ^ char ^ char ^ int ^ char ^ char ^ int ^ int ^ int ^ int ^ real ^ real ^ real ^ real
3175 ^ M371494R825    ^ M ^ 94 ^ 825    ^ 3714 ^ 7512455 ^ 3498807 ^ 7512455 ^ 3498806 ^ 237.42 ^ 290.00 ^ 73.30 ^ 90.00
3176 ^ M371494R825    ^ M ^ 94 ^ 825    ^ 3714 ^ 7512455 ^ 3498807 ^ 7512455 ^ 3498806 ^ 237.42 ^ 300.00 ^ 72.80 ^ 90.00
3177 ^ M371494R825    ^ M ^ 94 ^ 825    ^ 3714 ^ 7512455 ^ 3498807 ^ 7512455 ^ 3498806 ^ 237.42 ^ 310.00 ^ 73.20 ^ 90.00
3178 ^ M371494R825    ^ M ^ 94 ^ 825    ^ 3714 ^ 7512455 ^ 3498807 ^ 7512455 ^ 3498806 ^ 237.42 ^ 320.00 ^ 73.60 ^ 90.00
3179 ^ M371494R825    ^ M ^ 94 ^ 825    ^ 3714 ^ 7512455 ^ 3498807 ^ 7512455 ^ 3498806 ^ 237.42 ^ 330.00 ^ 73.50 ^ 90.00
3180 ^ M371494R825    ^ M ^ 94 ^ 825    ^ 3714 ^ 7512455 ^ 3498807 ^ 7512455 ^ 3498806 ^ 237.42 ^ 340.00 ^ 72.80 ^ 90.00
3181 ^ M371494R825    ^ M ^ 94 ^ 825    ^ 3714 ^ 7512455 ^ 3498807 ^ 7512455 ^ 3498806 ^ 237.42 ^ 350.00 ^ 73.30 ^ 90.00
3182 ^ M371494R825    ^ M ^ 94 ^ 825    ^ 3714 ^ 7512455 ^ 3498807 ^ 7512455 ^ 3498806 ^ 237.42 ^ 360.00 ^ 73.00 ^ 90.00
3183 ^ M371494R825    ^ M ^ 94 ^ 825    ^ 3714 ^ 7512455 ^ 3498807 ^ 7512455 ^ 3498806 ^ 237.42 ^ 363.50 ^ 73.00 ^ 90.00
3184 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 0.00 ^ 70.20 ^ 90.00
3185 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 10.00 ^ 70.70 ^ 90.00
3186 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 20.00 ^ 70.70 ^ 90.00
3187 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 30.00 ^ 70.70 ^ 90.00
3188 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 40.00 ^ 71.30 ^ 90.00
3189 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 50.00 ^ 71.20 ^ 90.00
3190 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 60.00 ^ 71.40 ^ 90.00
3191 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 70.00 ^ 71.60 ^ 90.00
3192 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 80.00 ^ 71.20 ^ 90.00
3193 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 90.00 ^ 71.50 ^ 90.00
3194 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 100.00 ^ 71.60 ^ 90.00
3195 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 110.00 ^ 71.20 ^ 90.00
3196 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 120.00 ^ 71.70 ^ 90.00
3197 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 130.00 ^ 71.80 ^ 90.00
3198 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 140.00 ^ 71.70 ^ 90.00
3199 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 150.00 ^ 71.70 ^ 90.00
3200 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 160.00 ^ 71.80 ^ 90.00
3201 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 170.00 ^ 71.70 ^ 90.00
3202 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 180.00 ^ 72.10 ^ 90.00
3203 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 190.00 ^ 71.60 ^ 90.00
3204 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 200.00 ^ 71.80 ^ 90.00
3205 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 210.00 ^ 72.30 ^ 90.00
3206 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 220.00 ^ 73.10 ^ 90.00
3207 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 230.00 ^ 73.00 ^ 90.00
3208 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 240.00 ^ 73.30 ^ 90.00
3209 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 250.00 ^ 73.30 ^ 90.00
3210 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 260.00 ^ 73.50 ^ 90.00
3211 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 270.00 ^ 73.20 ^ 90.00
3212 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 280.00 ^ 73.70 ^ 90.00
3213 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 290.00 ^ 74.20 ^ 90.00
3214 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 300.00 ^ 74.20 ^ 90.00
3215 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 310.00 ^ 73.50 ^ 90.00
3216 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 320.00 ^ 73.30 ^ 90.00
3217 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 330.00 ^ 73.00 ^ 90.00
3218 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 340.00 ^ 73.60 ^ 90.00
3219 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 350.00 ^ 73.60 ^ 90.00
3220 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 360.00 ^ 73.30 ^ 90.00
3221 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 370.00 ^ 73.10 ^ 90.00
3222 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 380.00 ^ 72.90 ^ 90.00
3223 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 390.00 ^ 72.50 ^ 90.00
3224 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 400.00 ^ 72.70 ^ 90.00
3225 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 410.00 ^ 72.80 ^ 90.00
3226 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 420.00 ^ 72.70 ^ 90.00
3227 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 430.00 ^ 72.70 ^ 90.00
3228 ^ M371494R826    ^ M ^ 94 ^ 826    ^ 3714 ^ 7512453 ^ 3498955 ^ 7512453 ^ 3498954 ^ 234.58 ^ 435.50 ^ 72.70 ^ 90.00
3229 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 0.00 ^ 69.60 ^ 90.00
3230 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 10.00 ^ 69.90 ^ 90.00
3231 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 20.00 ^ 70.10 ^ 90.00
3232 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 30.00 ^ 70.50 ^ 90.00
3233 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 40.00 ^ 70.60 ^ 90.00
3234 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 50.00 ^ 70.50 ^ 90.00
3235 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 60.00 ^ 70.50 ^ 90.00
3236 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 70.00 ^ 70.20 ^ 90.00
3237 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 80.00 ^ 70.10 ^ 90.00
3238 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 90.00 ^ 70.30 ^ 90.00
3239 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 100.00 ^ 70.30 ^ 90.00
3240 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 110.00 ^ 70.40 ^ 90.00
3241 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 120.00 ^ 71.20 ^ 90.00
3242 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 130.00 ^ 70.50 ^ 90.00
3243 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 140.00 ^ 72.10 ^ 90.00
3244 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 150.00 ^ 71.50 ^ 90.00
3245 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 160.00 ^ 72.20 ^ 90.00
3246 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 170.00 ^ 72.20 ^ 90.00
3247 ^ M371494R827    ^ M ^ 94 ^ 827    ^ 3714 ^ 7512357 ^ 3498708 ^ 7512357 ^ 3498707 ^ 235.09 ^ 180.50 ^ 72.20 ^ 90.00
3248 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 0.00 ^ 50.10 ^ 0.00
3249 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 10.00 ^ 50.10 ^ 0.00
3250 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 20.00 ^ 50.20 ^ 0.00
3251 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 30.00 ^ 50.80 ^ 0.00
3252 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 40.00 ^ 50.80 ^ 0.00
3253 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 50.00 ^ 51.20 ^ 0.00
3254 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 60.00 ^ 51.30 ^ 0.00
3255 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 70.00 ^ 51.10 ^ 0.00
3256 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 80.00 ^ 51.10 ^ 0.00
3257 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 90.00 ^ 51.30 ^ 0.00
3258 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 100.00 ^ 51.30 ^ 0.00
3259 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 110.00 ^ 51.70 ^ 0.00
3260 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 120.00 ^ 52.00 ^ 0.00
3261 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 130.00 ^ 51.90 ^ 0.00
3262 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 140.00 ^ 52.20 ^ 0.00
3263 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 150.00 ^ 51.10 ^ 0.00
3264 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 160.00 ^ 51.10 ^ 0.00
3265 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 170.00 ^ 52.70 ^ 0.00
3266 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 180.00 ^ 52.70 ^ 0.00
3267 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 190.00 ^ 53.00 ^ 0.00
3268 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 200.00 ^ 52.90 ^ 0.00
3269 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 210.00 ^ 52.60 ^ 0.00
3270 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 220.00 ^ 53.40 ^ 0.00
3271 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 230.00 ^ 53.20 ^ 0.00
3272 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 240.00 ^ 52.70 ^ 0.00
3273 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 250.00 ^ 52.70 ^ 0.00
3274 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 260.00 ^ 53.00 ^ 0.00
3275 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 270.00 ^ 53.20 ^ 0.00
3276 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 280.00 ^ 53.40 ^ 0.00
3277 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 290.00 ^ 53.60 ^ 0.00
3278 ^ M371494R828    ^ M ^ 94 ^ 828    ^ 3714 ^ 7512353 ^ 3498906 ^ 7512353 ^ 3498905 ^ 236.23 ^ 301.10 ^ 53.60 ^ 0.00
3279 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 0.00 ^ 44.10 ^ 0.00
3280 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 10.00 ^ 44.60 ^ 0.00
3281 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 20.00 ^ 45.10 ^ 0.00
3282 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 30.00 ^ 45.10 ^ 0.00
3283 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 40.00 ^ 45.10 ^ 0.00
3284 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 50.00 ^ 45.10 ^ 0.00
3285 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 60.00 ^ 45.40 ^ 0.00
3286 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 70.00 ^ 45.70 ^ 0.00
3287 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 80.00 ^ 45.90 ^ 0.00
3288 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 90.00 ^ 46.10 ^ 0.00
3289 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 100.00 ^ 46.20 ^ 0.00
3290 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 110.00 ^ 46.40 ^ 0.00
3291 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 120.00 ^ 46.50 ^ 0.00
3292 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 130.00 ^ 46.60 ^ 0.00
3293 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 140.00 ^ 46.80 ^ 0.00
3294 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 150.00 ^ 47.10 ^ 0.00
3295 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 160.00 ^ 47.20 ^ 0.00
3296 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 170.00 ^ 47.40 ^ 0.00
3297 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 180.00 ^ 47.50 ^ 0.00
3298 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 190.00 ^ 47.40 ^ 0.00
3299 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 200.00 ^ 47.30 ^ 0.00
3300 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 210.00 ^ 47.40 ^ 0.00
3301 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 220.00 ^ 47.70 ^ 0.00
3302 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 230.00 ^ 47.50 ^ 0.00
3303 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 240.00 ^ 47.50 ^ 0.00
3304 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 250.00 ^ 47.40 ^ 0.00
3305 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 260.00 ^ 47.50 ^ 0.00
3306 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 270.00 ^ 47.80 ^ 0.00
3307 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 280.00 ^ 47.80 ^ 0.00
3308 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 290.00 ^ 47.40 ^ 0.00
3309 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 300.00 ^ 47.70 ^ 0.00
3310 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 310.00 ^ 48.00 ^ 0.00
3311 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 320.00 ^ 47.80 ^ 0.00
3312 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 330.00 ^ 47.90 ^ 0.00
3313 ^ M371494R829    ^ M ^ 94 ^ 829    ^ 3714 ^ 7512356 ^ 3498758 ^ 7512356 ^ 3498757 ^ 236.55 ^ 338.50 ^ 47.90 ^ 0.00
